id	tweet	class
	It's either your getting pussy Or are one what will it be	OFF
	It's fact that a male brain cannot always hear the high pitched voice of a women So bitch don't get madI really didn't hear you	OFF
	It's funny how females don't want to be called abitchbut if you put the word bad in front of it then they're happy af	OFF
	It's funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with	OFF
	It's funny how these swaggot white boys wanna act like they're Ballin till it comes time to tip Sad ass crackers	OFF
	It's funny when u get a black female mad they start acting ghetto then a bitch	OFF
	It's going down it's going down it's going down lil bitch	OFF
	It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles #8230  http //tco/Zc3k9NDB1T	NOT
	It's hard being a real nigga when these niggas got bitch tendencies	OFF
	It's hard getting a bitch from the hood to suck your dick on cameraShe swear EVERYBODY knows herAnd she hates the light	OFF
	It's hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man  #128514  #128514  #128514 	OFF
	It's hot and my allergies are killing  #128553  I feel like a little bitch  #128514 	OFF
	It's iguanas out this bitch n er thing	OFF
	It's just not the same  #LittleDebbie #Cloud #Cake are not #Twinkies http //tco/OOILML6M	NOT
	It's kind of funny when people tell me they haven't seen me in years  and where have I been Like at home bitch	OFF
	It's lame that you can buy clothes that look like real military clothing If you wear it I will make fun of you You're a 4 star bitch	OFF
	It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord	OFF
	It's like zero bitches in nap that's gon stick by yo side if you fall off  #128175 	OFF
	It's moe's monday ten ten ten twenties on yo titties bitch	OFF
	It's money over bitches even though I love ladies	OFF
	It's my main bitches 21st ayyyeeee @nikkiconner13 happy birthday babbbyyy	OFF
	It's my mans @weaselfbaby birthday All the big booty bitches show him some love  #128514  #8230  http //tco/xddlyR1APq	OFF
	It's no wonder my titanium ankle is killing me Woo retarded 'winter' weather #texas #weather http //tco/rrKxBwG1u4	OFF
	It's notpearsbitch  it's PEAR	OFF
	It's notuniqueit's ghetto as hell	OFF
	It's not a sin to have a interchangeable bezel but when that bitch don't screw back on  #ThatsAProblem	OFF
	It's not often you see the wordsdisingenuous egregious andcunt filthall in one sentence and properly used #points	OFF
	It's official I leave America January 3rd See ya bitches in February   Have fun with winter for me	OFF
	It's ok to tell a nigga he trash and a feature will never happen fam	OFF
	It's one thing to be a hoe  but a ratchet hoe Bitch please  take a seat -- gt  _/	OFF
	It's only 9 12 AM here but I'm about to pour up some pineapple ciroc    blast this Future mixtape at maximum levels because bitch Im in Vegas	OFF
	It's only a few real bitches I know	OFF
	It's out b day bitches #128540  #128540  @koleworld4 http //tco/IuKRTw2icw	OFF
	It's pretty much been confirmed that I have the BEST bitch face on the planet	OFF
	It's really a bitch when you're trying to make a difference to someone else  and they intentionally make a point to make you feel like shit	OFF
	It's scheduled up already  tho #bitches gt  #BryanCranston gt  One tweet and he's got #JoePesci out there making fun of #stolenbases gt  #BASEBALL	OFF
	It's scientifically proven that no one can not cry at least once while watching Charlie St Cloud	NOT
	It's so scary hoe Annabella does everything I do   she acts just like me  #128514 	OFF
	It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl	OFF
	It's still Spring bitch	OFF
	It's still going  I'm gonna start singing cause this nigga got the hoes http //tco/tBSD5jBjzx	OFF
	It's stuff like this that makes black people look retarded It's not expressing yourself its stupidity http //tco/MxbGfPvICF	NOT
	It's summer bitches   #128139  #127802  #127774  #128132  #128142  http //tco/JxqonTfiUq	OFF
	It's summer bitches	OFF
	It's the 21st century ladies SPOIL YOUR MAN don't be a snotty stuck up bitch	OFF
	It's the most hillbilly thought ever A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always	NOT
	It's this dyke chick cut hair in the barbershop look just like Future	OFF
	It's this hoe pics I'm looking at she got her ass out in 20pics then got 5 with her sonthese hoes crazy	OFF
	It's throw it in her throat thursdays so make a ghetto gaggler out of her	OFF
	It's time to mockHalftime in AmericaHow 'boutWake up America we have radical leftists running the country http //tco/9Eyi0K8w	OFF
	It's to many hoes  Tryna act like the Wifey type	OFF
	It's too early to talk about eating pussy Who ate ass this week	OFF
	It's unbelievable to me that there are Americans who refused to kill the okies That means all Americans weak willed trash	OFF
	It's weird but I miss Robertson Screwdrivers  ( -- gt  From  #8216 toque #8217  to  #8216 mickey  #8217  ten Canadianisms    http //tco/LUFaCmlo20 via @nationalpost	NOT
	It's wifey over bitches  but money's over her  cuz money's under nothing  my life is such a blur  it's not the way it has to go	OFF
	It's winter up this bitch http //tco/kYYckry6Qk	OFF
	Its #ArabSpring Training  Charlie Brown #rejectedpeanutsspecials	NOT
	Its Brittany  bitch	OFF
	Its a bitch living in a country where you have two choices for President and fifty choices for Miss America 	OFF
	Its a million bad bitches in this world and you stucc on stupid	OFF
	Its a problem  bitch ya better follow me I give ya this dick you then won the lottery	OFF
	Its bros ova hoes but wifey comes before ya bros	OFF
	Its cool its str8 i know y'all got the WRONG bitch i understand 	OFF
	Its crazy hoe we all ken folks im talking all my friends is my family	OFF
	Its feeling like wintertime bitches	OFF
	Its funny how bitches nag me  they jus mad they cant have me	OFF
	Its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend  #128514 	OFF
	Its gorg out RT @@anggxo  This bitch thinks its june or something @BriiiXO http //tco/mFVCmym	OFF
	Its hotter than a fast bitch thighs rubbing together while she running a marathon	OFF
	Its like u want me to be the sideline hoe and dat shid ain't nvr finna happin while I'm well and living fuck dat I rather say fuck It and u	OFF
	Its not always good to have haters sometimes you're just a stupid bitch (_ )	OFF
	Its nt that i hate that bitch i just hate the shot he do	OFF
	Its obvious the bitch is still immature and havent let go of the past yet Just face it You fucked up a good thing	OFF
	Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards	OFF
	Its so many bitches n their friends don't like me     all because of one nigga A nigga thatIwill      still have    #128553  #128525  #128536  #128155  #128153  #128143 	OFF
	Its suppose to be yellow but we dont do yellow  #127821  #128520  #128127  #128127  #128520  #128127  #128127  #128127  http //tco/y1hLiBjQmn	NOT
	Its the NATURE of birds YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car #SFvsSTL	OFF
	Its too early for all this bullshit  fuck all yall hoes lmfao	OFF
	Its true though lol RT @jwill252   #8220 @No85er_inMe  If your girl think about you     you don't make her pussy jump you ain't shit brah #8221 lls	OFF
	Its uno shawty id drop my imaginary hoes 4	OFF
	Its wayyyyy more going on now than 2 have u pushing yo trash ass music right now	OFF
	Its what we call #Bitchassness RT @MoeDeloach  If a nicca tell a female another man got mad girls throwin salt that man gay straight up	OFF
	Its ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy http //tco/N8v2johm	OFF
	Iv decided to grow my hair  i aint braiding it thostraight curls out dis bitch 	OFF
	Ive got the best friends a functioning retard could have	OFF
	Ive never seen this part of pussy town before lolololol the end of this song thoo	OFF
	JJ Watt was on his grown man shit all night Now let's get it #Yankees	OFF
	Jada Fire has never dropped me for talking to imaginary hoes	OFF
	Jai may make an appearance at the party love that fag	OFF
	Jai's hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot  I'll call someone a fag	OFF
	Jaime dont make me look like a bitch lmao	OFF
	Jake gettin all da bitches rn	OFF
	Jamaica populated with island hillbillies Even linguistics are kind of the same  if you sub the accent Olde English derivatives	NOT
	Jameis Winston got benched for standing on a table and sayingFuck her right in her pussy  The irony is so deep you can use a shovel	OFF
	Jameis tweet RT @MrCOOK_ Fuck her right in the pussy	OFF
	James is the biggest bitch in basketball i swear fuckin cramps seriously	OFF
	Jammin these sad songs  smoking squares thinking bout bitches	OFF
	Japanese babe Maria Ozawa gets her Asian pussy fucked #160 hard http //tco/ULDgV82QcN	OFF
	Japanese mature cat with spots has her old pussy split wide and filled with hard #160 cocks http //tco/49snPMqnMW	OFF
	Japanese teen has her trimmed pussy toyed by a green #160 vibrator http //tco/jC8AZqu6nr	OFF
	Jason admitted you're a stuck up bitch lol  which you are Think you're so much better than everycunt  naaaaa	OFF
	Jax a hoe	OFF
	Jay Z - Takeover    U Don't Know LIVE @ Home    Home Concert Yankee Stadium  http //tco/4EuK80uLiS via @YouTube	NOT
	Jay-Z got 1 of the baddest EVA that proves men don't really need to look good to pull these hoes want security	OFF
	Jazz jumbo dick corporations Making bitches tap out since 1999	OFF
	Jealous ass bitch tryna turn me to a lick but you won't live to see that shit	OFF
	Jealous bitches smh	OFF
	Jealous niggas usually send the hate threw the bitches	OFF
	Jealousy is such a bitch	OFF
	Jealousy will make a bitch do ANYTHING Thirst will make a nigga do ANYTHING	OFF
	Jean skirt ass hoe	OFF
	Jenna came for one pair of shoes Took two pair    four shirtsIn caseHer retarded ass is going to work Lol	OFF
	Jenna played the Weeknd    Mac just looked at us like theeeese bitches	OFF
	Jenna stays pimpin these hoes	OFF
	Jennifer Lawrence's nudes sooooo trash Im still smashin though  no doubt	OFF
	Jessie Andrews has the bestgirl on girlscenes in porn LOVE the way she makes bitches cum	OFF
	Jet lag a bitch	OFF
	Jeter almost broke Yankee stadium	NOT
	Jets trash	NOT
	Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine	OFF
	Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http //tco/RL7F2qV56F via @BreitbartNews	NOT
	Jihadi John has struck again Prayers with the victims' families What is the #bounty on His head Time 4 him 2 meet allah	NOT
	Jihadi pop music debates   #8220 yo  bro  did you hear the latest Abu Yasser hit #8221    #8220 No bro  I #8217 m totally an Abu Hajar fan #8221  #UnderGroundCulture	NOT
	Jihadi propaganda ploy US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself    iran http //tco/pFxYby2c15	NOT
	Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that  attract  participants http //tco/nJJGA7S5LQ	NOT
	Jihadi streams  British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action http //tco/Ksowd8rRCk	NOT
	Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http //tco/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn	NOT
	Jihadis are running a claim that the King of #Saudi Arabia died two days ago Must be the bombs falling on em that r making em hallucinate	NOT
	Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http //tco/5gJSmrfzWJ	NOT
	Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down	NOT
	Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji    identify its pilot by name  rank	NOT
	Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http //tco/h1hjHYnbY2	NOT
	Jihadis keep on prattling about having shot down today what they think is an Apache helicopter Maybe it was an Mi-35	NOT
	Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS	NOT
	Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http //tco/NV5qbZaviv	NOT
	Jihadis taunting America    spreading paranoia  tents that appeared in a video of a Daesh training camp near Mosul http //tco/GH3EbBfB3t	NOT
	Jindal seemed to be having an out-of-body experience enhanced by special brownies http //tco/W0cyEcqKLo Bj Up and At 'Em #stribpol #mngop	NOT
	Jk I'm going to be a pussy about it I don't want the love of my life seein me all scared and shit	OFF
	Joba Chamberlain looks like a homeless guy that won a contest #Yankees	NOT
	Joe Budden always flexin on average twitter niggas wit his pool parties n bitches  the nigga can't compete wit otha rap niggas	OFF
	Joe ripping on a Nobel prize winner while hes not their What a little bitch #morningjoe	OFF
	Joe young gone shoot that bitch	OFF
	Joes parties got hoes but it's always hot as hell	OFF
	John Kerry the SELLOUT  http //tco/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam Now he's rewarded Disgusting	OFF
	John Legend is showin this country bitch up on her own song	OFF
	John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http //tco/ZT690BkTrI	NOT
	Johnathan Martin is a straight up pussy #ManUp	OFF
	Johnny Manziel just flipped somebody the bird	NOT
	Johnny Rebel - If I could be a nigger for a day  http //tco/JPKdkpbjxh	OFF
	Johnny Rebel - Quit your bitchin' nigger  http //tco/uCGhrY7zGe	OFF
	Johnny is a punk bitch doe	OFF
	Join my crew bitches	OFF
	Jon Jones just lost all my respect  turned down a fight like a bitch  hope he loses his next fight now  @JonnyBones	OFF
	Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gay/alcoholism commments http //tco/fqcWZHMjom	OFF
	Jones and Iba #241 ez are out of gas after giving it their all earlier in the first half The call-ups should get more playing time #Yankees #MLB	NOT
	Jonica look like a hoe from 55th and superior  #128514  #128514 	OFF
	Jordan  so Watcha been up to at college Me  fuckin bitches    stuff  ya know Jordan  alright seriously   #128533  @Believes116 #IChooseToBeAbstinent	OFF
	Jose Soto  Reflections of a former gay teabagger http //tco/XtMMuzyK	NOT
	Josef just pitted Slight possibility he can make it the remaining 67 laps but I highly doubt it Will need yellow #IndyFest	NOT
	Josh you're a hoe  #128514  #128514  #128514  #128557  #128557  #128557 	OFF
	Js on my feet  that song is trash too loll	NOT
	Jtfooooo atpussy on fleek	OFF
	Juicy J can't say no to ratchet pussy remember	OFF
	Julius Peppers still seems retarded	OFF
	Jump out 2nd floor window cuz I'm over my side bitch crib and my girl beatin on the door - Josh Shaw	OFF
	Jungle Fever be my favorite movie Dat white girl love dat colored mans thang She take it hard and deep Drive dat girls daddy wild crazy	OFF
	Juniors are still pussies	OFF
	Jus a D nicca n the A	OFF
	Jus need a bad bitch thats gone always hold me down	OFF
	Jus need my nig Mack Wilds to winfk the award tho	OFF
	Jus tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me  #128530 	OFF
	Jus waking up and hearing about this lebron sheet   what a dummy  No respect for him   go get ya rings and come back Real admirable #bitch	OFF
	Juss got this hoe Free so why not Lop  p http //tco/TR8b5D7U	OFF
	Just a young niggah wit a promised future @CaseyVeggies	OFF
	Just as trash as the others Fixed none of my issues RT @SheSeauxSaditty  Naw RT @GlitteryGlossy  Anyone download ios 802 yet	NOT
	Just bc your hair islaidor wuteva dont mean nothin Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave	OFF
	Just because you have a issue and your attorney is out of town doesn't mean you can be a bitch to me Next time don't get in trouble	OFF
	Just bought @Godsmack_Music new release  and to all of you pussies whining about itSTFU #TurnThatShitUpLouder #Godsmack	OFF
	Just called a 6'5 basketball player out for the fade on twitter cuz dat pussy nigguh live in Georgia Come get me bitch	OFF
	Just cause you be on every party seen dont mean you bad bitch	OFF
	Just cause you got a boyfriend now don't mean you still ain't a hoe Now you're just a hoe with a boyfriend	OFF
	Just cleaned my fingernails with a knife #hillbilly @shanemoses625	NOT
	Just cleaned this bitch #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter #8230  http //tco/Bvb0LRisHY	OFF
	Just cuz he looked at you doesn't mean he likes you  hoe	OFF
	Just don't be looking for no dick later cuz I'm not a hoe	OFF
	Just don't be offended It's a word  you're just a bitch who's looking for something to bitch about	OFF
	Just dropped dat fine ass woman @GingerDemoness We has da best chicken eva I spectin some lovin but she a lady and da colored thang	OFF
	Just got done taking some photos with brownie #flowcity	NOT
	Just got into with some chic in Rally's parking lot bitch speeding through the parking lot and almost hit my niece  #128545  #128545 	OFF
	Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978	OFF
	Just got rich Took a broke nigga bitch	OFF
	Just got shit on by a bird #blessed	OFF
	Just had someone under 25 casually ask me what the 'FF' stood for on my car R u fking serious  #128553  @FooFighters bitch	OFF
	Just hand them the game you zebra jack asses and save us all the trouble of watching	OFF
	Just hit 40 in flappy bird #128527 	NOT
	Just hold on we goin to the crib bitch	OFF
	Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2	NOT
	Just killed 3 birds with 1 stone Thank God I payed attention in my communication classes #work	NOT
	Just landed in Orlando The flight was as bumpy as a bitch	OFF
	Just lets you know we all self conscious even the pretty bitches	OFF
	Just like a bitch Typical shit Stepping in place Elliptical shit Wizard of hearts Mythical shit Watch yourself Mystical shit	OFF
	Just looked at a news story and thought to myself Is she fucked up some kinda waybecause I am 12% hillbilly	OFF
	Just made that test my bitch	OFF
	Just might fuck yo main bitch Dats just how I feel  #128520  http //tco/oodbPTGV1n	OFF
	Just need a bad bitch thats gone always hold me down	OFF
	Just need to know what that pussy like so one time is fine with me	OFF
	Just once in my life I wanna see someone on family feud look at their family member and sayThat's a horrible answer Are you retarded	OFF
	Just ordered CHINESE food bitches  BRING ON THE CAT	OFF
	Just passed my ex's neighborhood and came across the thought that  in the end  I was the side bitch	OFF
	Just posted a photo @ Yankee Stadium http //tco/yFLU32Xh	NOT
	Just purchased my first trenta iced coffeethis is a slippery slope	NOT
	Just read this instagram profileluv my grls  princesses by birth  bitches by choiceyeaaah youre cool #tryhard #loser	OFF
	Just remember when having standards becomes cool againim gonna call a lot of you out for staying quiet like a bitch all this time	OFF
	Just said bye to @ParkerWidly Last time I have to see his bitch ass for four months #ThankGod	OFF
	Just said cunt in front of this old lady  I kinda froze  then she yelledYEAH YOU TELL THAT CUNT Is it too late in life to get adopted	OFF
	Just saw a crow gallop across the road #mmkay #wut  #128514 	NOT
	Just saw a lady that looks like honey boo boos mom Goddamn that bitch is ugly	OFF
	Just saw the baddest bitch in life walking down the street if she didn't have that Aeropostale shirt on I prolly woulda gamed her ass up	OFF
	Just saw wat @DaddySammy24 did to my car --t bitch	OFF
	Just sayin what up hoe RT @pufntrees  @202SOLE fuck i do to u bitch	OFF
	Just seen a dude wearing all black and white outfit with Pyrex shorts She's getting some pussy tonight	OFF
	Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity	NOT
	Just seen the baddest bitch in tower city My heart just got warm  #128514  #128514  #128514 	OFF
	Just smile  bitches love smiling  D	OFF
	Just smoked a whole 8th of that Reserve  thanks to my niggah @BlakkHoodie_562	OFF
	Just spoke w/ @HispanicLinkNS legend  mentor Charlie Ericksen Great to catch up w/ those who helped open doors for Latino journos #thankful	NOT
	Just start blocking dissenters  you coward pussy RT@joederosacomedy Patiently awaiting a drop in my Twitter followers Nothing yetOh well	OFF
	Just started my upgrade for the level 2 dark elixer drill 1 500 000 elixer That was a bitch to get	OFF
	Just stop being a hoe God dammit bitch it ain't that hard	OFF
	Just stopped by the line up room @BeaLack still look like a doo wop singer	NOT
	Just straight ignorant bitches #WhereTheyHeadsAt	OFF
	Just straight like that No chaser And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA	OFF
	Just tied my right shoe while driving on the freeway if that ain't swag bitch then I don't know what is	OFF
	Just to get u mad go on your search bar on here and search upstupid niggers   hop on somebodys head then mention me lol @stonethegreat23	OFF
	Just touch down in Jamaica tryna smoke two acres  Send a nigguh to his makerr	OFF
	Just trynna have a bad bitch come thru  #128564 	OFF
	Just unfollowed another crazy bitch Whos next lol	OFF
	Just wait The day i get off probation You know this bitch is gonna be on the moon  and im not gonna come back to Earth for a while	OFF
	Just watched the scene in zero dark thirty where they pop Osama's bitch ass  #U #S #A	OFF
	Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http //tco/Trwmr3HG8v	NOT
	Just yelled outDamn it reeks of weed in there(really did) after this stoner fag didn't tip me while a cop was walking by HAHA bitches	OFF
	Justin Bieber fakes his permanent bitch face and it bugs the shit out of me	OFF
	K dude seriously I'm not retarded  so stop talking to me like I am or I'll start being retarded and make you change my drool cup	OFF
	KMichelle shaped but it's FAKEShe pretty but she a manly bitchAnd the little mermaid hair just looks foolish	OFF
	KMichelle talking bout can't raise no man well due bitch he already grown	OFF
	KFC biscuits trash now	NOT
	KaasPiet bloemPietlol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet makenZolang maar blanke beslissing is	NOT
	Kae    Chris coming for yall bitches as a couple  #10084  #65039  #128076 	OFF
	Kaetlin is a bitch	OFF
	Kangaroo jac   #8220 @WayneL_Jr  A Bitch wit dry weave RT @taelar_bby  Fuck I look like hoe http //tco/HKmTwgp9ah #8221 	OFF
	Kanye new video so bitch made mane Bruh how you gone throw shots a Barrack den come up wit Dat shit	OFF
	Kanye west is a faggot	OFF
	Kanyeeeeeee is just a yard ape acting idiotjust stupid	NOT
	Kanyes verse onI wonis making hoes feel like trophies for real	OFF
	Karlie jus put all these bitches on niggas better start checkin they wheels after y'all drop y'all bitch off	OFF
	Karma a bitch  but she can't figure me out with the shit im doing	OFF
	Karma is a bitch	OFF
	Karma is a bitch and usually comes around and goes around right Or do some people just always catch the lucky breaks	OFF
	Karma is a bitch so baby you will get yours	OFF
	Karma is a bitch The tables will turn even if the person want it to or not You can't stop it either	OFF
	Karma is a bitch http //tco/U8uK4v7nwN	OFF
	Karma is a bitch Well just make sure that bitch is beautiful	OFF
	Karma is the biggest bitch you'll ever meet  Keep pushing her buttons	OFF
	Karma is the worst bitch  remember that	OFF
	Karma is theeeee biggest bitch	OFF
	Karma sure is a bitch Lol	OFF
	Karma's a bitch huh	OFF
	Karmas a bitch	OFF
	Karmas a bitch I guess you should of loved the old me	OFF
	Karmas a bitch and so are you You'll be getting along just fine real soon	OFF
	Katey an Voka made the hoes in the background popular	OFF
	Katy's grand exit tonight from Firehouse  gt  gt  gt  gt   Hasta la bye bye bitches  #128514 	OFF
	Kawasaki dating a faggot smh	OFF
	Kayci and I greet each other by sayinghey cuntlike it makes me lol	OFF
	Keep dem POO hoes off ya TL b	OFF
	Keep doing your thing kid  people why soon realize your a lying faggot	OFF
	Keep it G I never fucked a squirter bitch  #128514 	OFF
	Keep it real  Keep it real  Keep it real  Keep it real Nigga say he fucked my bitch and he couldn't wait to squeal	OFF
	Keep it realer than the next bitch no need for u to ever sweat the next bitch indeed #8252  #65039 	OFF
	Keep those away frm Charlie Day RT @JhonenV  Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees	NOT
	Keep to myself this year bitches reckless	OFF
	Kenny lee gotta be da only light skin nicca dat eat Chitlins  #128514  #128514 	OFF
	Kentucky Fried cater to da white folk No colored menu	NOT
	Ketchup on tha beat hoe	OFF
	Kevin hart 48 bitch	OFF
	Khloee's new backpack that we colored last night  #127912  http //tco/tYndjCsq	NOT
	Khole Kardashian pregnant by French Montana guess she put in work and popped that pussy lmao	OFF
	Kick dem fucc niccas out da spot	OFF
	Kick down your door and smack that bitch RT @LowKei_  Make me wanna ride past ya house and sit	OFF
	Kick that bitch right in the pussy	OFF
	Kicking bitches out the house like Pam	OFF
	Kicking niccas Tf outcha mentions like http //tco/bEl7uNzgLt	OFF
	Kids a bitch	OFF
	Kids don't put up with your Mother calling you a thot She mad because hoe wasn't a cool thing to be called back in her sluttish day	OFF
	Kierstens a bitch Squid hands  squid hands #128025 	OFF
	Kill her body with four-play Her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex	OFF
	Kill la kill was trash	NOT
	Kill't dat bitch  #8220 @SimonSamuels  Shmoney Bitch @SimonSamuels @DevonTracy @thatwayimove https //tco/lNQdazIjJk #8221 	OFF
	Killin these niccas n I hate all my ex hoes	OFF
	Killing it at home  #127936  #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http //tco/2qwEPnUx	NOT
	Kim K is alright but honestly so many niggas been in that I'd rather not And Miley got unfollowed that bitch is just strange	OFF
	Kim Kardashian look like a tranny with all that surgery	OFF
	Kinda RT @Peachpapayya  U mad friend RT @viaNAWF  Fat fucking funky nasty ass hoes	OFF
	Kinda just wanna cruise and see if I see that colorful ass bitch walking around Best believe there will be one less clown on this earth	OFF
	Kinda want to spit my gum into some bitches hair	OFF
	King  TI vs tip and that troubleman albums all trash	NOT
	Kip Tokuda  yellow guy working to niggerize the Seattle PD  died Too bad there's another POS hiding in the wings to replace him	OFF
	Kirk Hinrich going fucking dumb out that bitch	OFF
	Kiss IMO this conductor  it's 4 30 AM have some courtesy you bitch	OFF
	Kiss imik this bitch just added another 50 seconds to her story I think its a new record	OFF
	Kissing that bitch but she sucking me	OFF
	Knock em down wit sum chunky  #128548  #128299 	NOT
	Knockin a dent in dis big bitch FWM everywhere @217Emmanuel http //tco/cWhqm47v6t	OFF
	Know that karma's TOO REAL  hope you doin' cool But still stupid ass bitch  I ain't fuckin' with yoooou	OFF
	Know that the bad bitch got ittt  #128553  #127908 	OFF
	Know why birds don't wear pants Cause their pecker's in the way	OFF
	Know why the ultimate warrior died God LOVES fag #toosoon  He was an anti-gay crusader so a little light jokes are necessary	OFF
	Know you didn't see it but I know you bitches heard it	OFF
	Know you don't like me cause you're bitch most likely does	OFF
	Knowing what you want doesn't make you a bitch It makes you a woman who won't settle for anything less than what she deserves	OFF
	Known to take a nigga bitch real quick	OFF
	Kobe Bryant is such a bitch Grow up pussy	OFF
	Kobe ain't no hoe	OFF
	Kobe is fat    Im white  #9996 RT @jwill252  Some people just retarded lol RT @TheTrackMamba  Y'all really think Kobe Fat tho Give me a break	OFF
	Kobe to Dwight You a soft muthafucka  and you a bitch ass niggalmaooo	OFF
	Krakin this bitch ipem at 12 WHO SIPPIN WIT ME ELEMENTS http //tco/lGCM88hsnP	OFF
	Kratataaaaa swag bitch	OFF
	Kyles a bitch	OFF
	L7 niggas will rock anything a bad bitch post post on these social sitesI just want a nigga to sniff a fart off my ass crack like dope	OFF
	LA M #193 QUINA  Una vez en Jap #243 n 5 japoneses crearon una m #225 quina que atrapaba ladrones Primero la m #225 quina la http //tco/khzl8PfGCT	NOT
	LA is the only place where you will see some of the baddest bitches in the world   At the bus stop	OFF
	LITERALLY  #8220 @Al_gatsby  Fat hoes hold a nigga down #8221 	OFF
	LMAO Joe was calling whitehouse offering advice Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe	NOT
	LMAO RT @80sbaby4life RT @HumbltonBanks  Yes    no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah http //tco/gmcyHDtB	OFF
	LMAO RT @IGGYAZALEA post away about thisbitchI've seen all the memes the word has to offer in regards to me i honestly don't care	OFF
	LMAO RT @SagaciousQ  You a bitch And Rihanna always gonna be badder than Kamehameha @chrisbrown	OFF
	LMAO did u really just call me a hoe lol@CameronDurant15  @VroomDET @OPea4 yeah you hoe	OFF
	LMAO what a comeback  #8220 @somethinzfuckee  @0beyYourMaster @traybonmartin says the twat with the sides of her head shaved like a damn asshole	OFF
	LMAO Twitter little bitch ass site  I need to start using this hoe more	OFF
	LMAOO RT @PacDaGoat  Tyga wife hoes and teenagers his life sucks	OFF
	LMAOO beans RT @ShamarGotHoes  this bitch is so stupid smh http //tco/otonir2yEX	OFF
	LMAOOO @ gasp  that bitch  Y'all do too much from behind a phone	OFF
	LMAOOOOOOO RT @DontCallMeKyrie  Record Scratches  RT @chinitaaah_  Damn Twitter famous bitches out hea strippin  #128557  #128557  http //tco/BLrN8dzyA3	OFF
	LMFAO @jdellasperanza I found my diary me complaining about you being a bitch  #128514  tbt I'm DEAD http //tco/pl7qsAS15b	OFF
	LMFAO RT @RickiRoma   #8220 shut up u slutty white hoe RT @Thotcho  Didn #8217 t know the Pats got DESTROYED tonight LMFAOOOO #8221 	OFF
	LMFAO  stupid bitch tells me at the door they already started  and to come back #128514  #128514  UMMMM NAH	OFF
	LMFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it  #128514 	OFF
	LMFAOOOOO BYE  #8220 @DatGuyBren  American sports trash Soccer and Hockey the best sports #8221 	NOT
	LMFAOOOOOO GAY AS FUCK RT @PubesOnFleeK   #128557  #128557  #128557  #128557  #128557  get these two faggots off my TL http //tco/oKUMmSJEYi	OFF
	LMaoooo   #171 @IGiveEmNathan Gucci really ass but for some hoes I'll bump a couple songs #187 	OFF
